exper,exper2,yeduc,income,lincome
5,25,16,300,5.703783
5,25,16,200,5.298317
5,25,16,250,5.521461
5,25,16,300,5.703783
5,25,16,250,5.521461
5,25,16,200,5.298317
5,25,16,250,5.521461
5,25,16,150,5.010635
5,25,16,300,5.703783
5,25,16,200,5.298317
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,200,5.298317
5,25,16,350,5.857933
5,25,16,300,5.703783
5,25,16,350,5.857933
5,25,16,200,5.298317
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,350,5.857933
5,25,16,350,5.857933
5,25,16,250,5.521461
5,25,16,300,5.703783
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,300,5.703783
5,25,16,300,5.703783
5,25,16,300,5.703783
5,25,16,450,6.109248
5,25,16,350,5.857933
5,25,16,300,5.703783
5,25,16,250,5.521461
5,25,16,250,5.521461
5,25,16,450,6.109248
5,25,16,350,5.857933
5,25,16,300,5.703783
6,36,16,250,5.521461
6,36,16,50,3.912023
6,36,16,50,3.912023
6,36,16,256.25,5.546154
6,36,16,156.25,5.051457
6,36,16,150,5.010635
6,36,16,150,5.010635
6,36,16,150,5.010635
6,36,16,200,5.298317
6,36,16,250,5.521461
6,36,16,250,5.521461
6,36,16,250,5.521461
6,36,16,350,5.857933
6,36,16,250,5.521461
6,36,16,300,5.703783
6,36,16,250,5.521461
6,36,16,200,5.298317
6,36,16,200,5.298317
6,36,16,300,5.703783
6,36,16,300,5.703783
6,36,16,300,5.703783
6,36,16,300,5.703783
6,36,16,250,5.521461
6,36,16,250,5.521461
6,36,16,300,5.703783
6,36,16,300,5.703783
6,36,16,400,5.991465
6,36,16,250,5.521461
6,36,16,350,5.857933
6,36,16,250,5.521461
6,36,16,156.25,5.051457
6,36,16,400,5.991465
6,36,16,400,5.991465
6,36,16,300,5.703783
6,36,16,350,5.857933
6,36,16,300,5.703783
6,36,16,300,5.703783
6,36,16,950,6.856462
6,36,16,250,5.521461
6,36,16,400,5.991465
6,36,16,400,5.991465
6,36,16,400,5.991465
6,36,16,250,5.521461
6,36,16,350,5.857933
6,36,16,400,5.991465
6,36,16,400,5.991465
6,36,16,400,5.991465
6,36,16,450,6.109248
6,36,16,450,6.109248
6,36,16,450,6.109248
6,36,16,350,5.857933
6,36,16,300,5.703783
6,36,16,400,5.991465
6,36,16,450,6.109248
6,36,16,350,5.857933
6,36,16,450,6.109248
6,36,16,500,6.214608
6,36,16,350,5.857933
6,36,16,350,5.857933
6,36,16,450,6.109248
6,36,16,400,5.991465
6,36,16,600,6.39693
6,36,16,1000,6.907755
7,49,16,500,6.214608
7,49,16,250,5.521461
7,49,16,500,6.214608
7,49,16,150,5.010635
7,49,16,250,5.521461
7,49,16,50,3.912023
7,49,16,200,5.298317
7,49,16,200,5.298317
7,49,16,156.25,5.051457
7,49,16,50,3.912023
7,49,16,200,5.298317
7,49,16,200,5.298317
7,49,16,200,5.298317
7,49,16,250,5.521461
7,49,16,350,5.857933
7,49,16,100,4.60517
7,49,16,150,5.010635
7,49,16,100,4.60517
7,49,16,300,5.703783
7,49,16,450,6.109248
7,49,16,300,5.703783
7,49,16,150,5.010635
7,49,16,350,5.857933
7,49,16,250,5.521461
7,49,16,150,5.010635
7,49,16,300,5.703783
7,49,16,156.25,5.051457
7,49,16,300,5.703783
7,49,16,250,5.521461
7,49,16,350,5.857933
7,49,16,400,5.991465
7,49,16,400,5.991465
7,49,16,300,5.703783
7,49,16,250,5.521461
7,49,16,300,5.703783
7,49,16,300,5.703783
7,49,16,350,5.857933
7,49,16,400,5.991465
7,49,16,350,5.857933
7,49,16,350,5.857933
7,49,16,350,5.857933
7,49,16,300,5.703783
7,49,16,350,5.857933
7,49,16,400,5.991465
7,49,16,200,5.298317
7,49,16,350,5.857933
7,49,16,700,6.55108
7,49,16,250,5.521461
7,49,16,700,6.55108
7,49,16,350,5.857933
7,49,16,450,6.109248
7,49,16,250,5.521461
7,49,16,200,5.298317
7,49,16,400,5.991465
7,49,16,206.25,5.329089
7,49,16,400,5.991465
7,49,16,450,6.109248
7,49,16,400,5.991465
7,49,16,400,5.991465
7,49,16,450,6.109248
7,49,16,500,6.214608
7,49,16,450,6.109248
7,49,16,350,5.857933
7,49,16,450,6.109248
7,49,16,450,6.109248
7,49,16,250,5.521461
7,49,16,400,5.991465
7,49,16,500,6.214608
7,49,16,500,6.214608
7,49,16,400,5.991465
7,49,16,450,6.109248
7,49,16,600,6.39693
7,49,16,750,6.620073
7,49,16,550,6.309918
7,49,16,650,6.476973
8,64,16,150,5.010635
8,64,16,150,5.010635
8,64,16,200,5.298317
8,64,16,256.25,5.546154
8,64,16,225,5.416101
8,64,16,50,3.912023
8,64,16,250,5.521461
8,64,16,100,4.60517
8,64,16,200,5.298317
8,64,16,150,5.010635
8,64,16,300,5.703783
8,64,16,250,5.521461
8,64,16,250,5.521461
8,64,16,250,5.521461
8,64,16,350,5.857933
8,64,16,100,4.60517
8,64,16,300,5.703783
8,64,16,250,5.521461
8,64,16,300,5.703783
8,64,16,250,5.521461
8,64,16,250,5.521461
8,64,16,250,5.521461
8,64,16,400,5.991465
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,250,5.521461
8,64,16,400,5.991465
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,350,5.857933
8,64,16,300,5.703783
8,64,16,350,5.857933
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,400,5.991465
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,500,6.214608
8,64,16,300,5.703783
8,64,16,350,5.857933
8,64,16,350,5.857933
8,64,16,400,5.991465
8,64,16,350,5.857933
8,64,16,350,5.857933
8,64,16,400,5.991465
8,64,16,700,6.55108
8,64,16,350,5.857933
8,64,16,400,5.991465
8,64,16,350,5.857933
8,64,16,450,6.109248
8,64,16,350,5.857933
8,64,16,250,5.521461
8,64,16,300,5.703783
8,64,16,400,5.991465
8,64,16,300,5.703783
8,64,16,300,5.703783
8,64,16,550,6.309918
8,64,16,300,5.703783
8,64,16,350,5.857933
8,64,16,400,5.991465
8,64,16,400,5.991465
8,64,16,300,5.703783
8,64,16,400,5.991465
8,64,16,450,6.109248
8,64,16,400,5.991465
8,64,16,500,6.214608
8,64,16,750,6.620073
8,64,16,300,5.703783
8,64,16,450,6.109248
8,64,16,500,6.214608
8,64,16,350,5.857933
8,64,16,350,5.857933
8,64,16,550,6.309918
8,64,16,700,6.55108
8,64,16,600,6.39693
9,81,16,100,4.60517
9,81,16,150,5.010635
9,81,16,250,5.521461
9,81,16,250,5.521461
9,81,16,200,5.298317
9,81,16,200,5.298317
9,81,16,100,4.60517
9,81,16,150,5.010635
9,81,16,506.25,6.227031
9,81,16,125,4.828314
9,81,16,250,5.521461
9,81,16,50,3.912023
9,81,16,300,5.703783
9,81,16,300,5.703783
9,81,16,200,5.298317
9,81,16,250,5.521461
9,81,16,300,5.703783
9,81,16,250,5.521461
9,81,16,100,4.60517
9,81,16,100,4.60517
9,81,16,100,4.60517
9,81,16,150,5.010635
9,81,16,400,5.991465
9,81,16,300,5.703783
9,81,16,200,5.298317
9,81,16,350,5.857933
9,81,16,250,5.521461
9,81,16,350,5.857933
9,81,16,300,5.703783
9,81,16,350,5.857933
9,81,16,350,5.857933
9,81,16,250,5.521461
9,81,16,350,5.857933
9,81,16,350,5.857933
9,81,16,300,5.703783
9,81,16,300,5.703783
9,81,16,400,5.991465
9,81,16,150,5.010635
9,81,16,300,5.703783
9,81,16,300,5.703783
9,81,16,300,5.703783
9,81,16,300,5.703783
9,81,16,300,5.703783
9,81,16,400,5.991465
9,81,16,250,5.521461
9,81,16,400,5.991465
9,81,16,350,5.857933
9,81,16,350,5.857933
9,81,16,300,5.703783
9,81,16,350,5.857933
9,81,16,350,5.857933
9,81,16,450,6.109248
9,81,16,200,5.298317
9,81,16,350,5.857933
9,81,16,250,5.521461
9,81,16,200,5.298317
9,81,16,350,5.857933
9,81,16,300,5.703783
9,81,16,450,6.109248
9,81,16,450,6.109248
9,81,16,400,5.991465
9,81,16,250,5.521461
9,81,16,700,6.55108
9,81,16,250,5.521461
9,81,16,350,5.857933
9,81,16,450,6.109248
9,81,16,250,5.521461
9,81,16,500,6.214608
9,81,16,350,5.857933
9,81,16,500,6.214608
9,81,16,250,5.521461
9,81,16,400,5.991465
9,81,16,450,6.109248
9,81,16,450,6.109248
9,81,16,500,6.214608
9,81,16,400,5.991465
9,81,16,500,6.214608
9,81,16,650,6.476973
10,100,16,350,5.857933
10,100,16,25,3.218876
10,100,16,6.25,1.832582
10,100,16,6.25,1.832582
10,100,16,100,4.60517
10,100,16,100,4.60517
10,100,16,200,5.298317
10,100,16,256.25,5.546154
10,100,16,206.25,5.329089
10,100,16,25,3.218876
10,100,16,375,5.926926
10,100,16,375,5.926926
10,100,16,300,5.703783
10,100,16,200,5.298317
10,100,16,300,5.703783
10,100,16,250,5.521461
10,100,16,300,5.703783
10,100,16,150,5.010635
10,100,16,100,4.60517
10,100,16,300,5.703783
10,100,16,100,4.60517
10,100,16,300,5.703783
10,100,16,200,5.298317
10,100,16,350,5.857933
10,100,16,150,5.010635
10,100,16,350,5.857933
10,100,16,200,5.298317
10,100,16,400,5.991465
10,100,16,150,5.010635
10,100,16,300,5.703783
10,100,16,550,6.309918
10,100,16,450,6.109248
10,100,16,350,5.857933
10,100,16,250,5.521461
10,100,16,300,5.703783
10,100,16,225,5.416101
10,100,16,350,5.857933
10,100,16,400,5.991465
10,100,16,400,5.991465
10,100,16,550,6.309918
10,100,16,200,5.298317
10,100,16,400,5.991465
10,100,16,200,5.298317
10,100,16,400,5.991465
10,100,16,450,6.109248
10,100,16,400,5.991465
10,100,16,350,5.857933
10,100,16,250,5.521461
10,100,16,500,6.214608
10,100,16,300,5.703783
10,100,16,250,5.521461
10,100,16,350,5.857933
10,100,16,250,5.521461
10,100,16,400,5.991465
10,100,16,450,6.109248
10,100,16,450,6.109248
10,100,16,600,6.39693
10,100,16,600,6.39693
10,100,16,450,6.109248
10,100,16,450,6.109248
10,100,16,600,6.39693
10,100,16,450,6.109248
10,100,16,350,5.857933
11,121,16,200,5.298317
11,121,16,350,5.857933
11,121,16,200,5.298317
11,121,16,200,5.298317
11,121,16,350,5.857933
11,121,16,356.25,5.875633
11,121,16,206.25,5.329089
11,121,16,375,5.926926
11,121,16,275,5.616771
11,121,16,225,5.416101
11,121,16,56.25,4.029806
11,121,16,300,5.703783
11,121,16,350,5.857933
11,121,16,350,5.857933
11,121,16,200,5.298317
11,121,16,100,4.60517
11,121,16,106.25,4.665795
11,121,16,400,5.991465
11,121,16,300,5.703783
11,121,16,300,5.703783
11,121,16,350,5.857933
11,121,16,500,6.214608
11,121,16,250,5.521461
11,121,16,150,5.010635
11,121,16,400,5.991465
11,121,16,156.25,5.051457
11,121,16,500,6.214608
11,121,16,300,5.703783
11,121,16,400,5.991465
11,121,16,400,5.991465
11,121,16,1150,7.047517
11,121,16,250,5.521461
11,121,16,150,5.010635
11,121,16,250,5.521461
11,121,16,400,5.991465
11,121,16,350,5.857933
11,121,16,400,5.991465
11,121,16,450,6.109248
11,121,16,300,5.703783
11,121,16,550,6.309918
11,121,16,400,5.991465
11,121,16,400,5.991465
11,121,16,400,5.991465
11,121,16,200,5.298317
11,121,16,450,6.109248
11,121,16,225,5.416101
11,121,16,400,5.991465
11,121,16,350,5.857933
11,121,16,350,5.857933
11,121,16,550,6.309918
11,121,16,400,5.991465
11,121,16,400,5.991465
11,121,16,350,5.857933
11,121,16,450,6.109248
11,121,16,200,5.298317
11,121,16,450,6.109248
11,121,16,250,5.521461
11,121,16,400,5.991465
11,121,16,600,6.39693
11,121,16,500,6.214608
11,121,16,450,6.109248
11,121,16,400,5.991465
11,121,16,400,5.991465
11,121,16,350,5.857933
11,121,16,400,5.991465
11,121,16,275,5.616771
11,121,16,400,5.991465
11,121,16,450,6.109248
11,121,16,400,5.991465
11,121,16,500,6.214608
11,121,16,600,6.39693
11,121,16,500,6.214608
11,121,16,600,6.39693
11,121,16,550,6.309918
11,121,16,550,6.309918
11,121,16,375,5.926926
11,121,16,650,6.476973
11,121,16,1250,7.130899
12,144,16,150,5.010635
12,144,16,250,5.521461
12,144,16,200,5.298317
12,144,16,150,5.010635
12,144,16,250,5.521461
12,144,16,250,5.521461
12,144,16,200,5.298317
12,144,16,156.25,5.051457
12,144,16,225,5.416101
12,144,16,200,5.298317
12,144,16,300,5.703783
12,144,16,200,5.298317
12,144,16,300,5.703783
12,144,16,250,5.521461
12,144,16,300,5.703783
12,144,16,250,5.521461
12,144,16,150,5.010635
12,144,16,300,5.703783
12,144,16,500,6.214608
12,144,16,500,6.214608
12,144,16,350,5.857933
12,144,16,500,6.214608
12,144,16,300,5.703783
12,144,16,350,5.857933
12,144,16,150,5.010635
12,144,16,200,5.298317
12,144,16,350,5.857933
12,144,16,300,5.703783
12,144,16,400,5.991465
12,144,16,400,5.991465
12,144,16,400,5.991465
12,144,16,500,6.214608
12,144,16,400,5.991465
12,144,16,225,5.416101
12,144,16,400,5.991465
12,144,16,400,5.991465
12,144,16,200,5.298317
12,144,16,450,6.109248
12,144,16,300,5.703783
12,144,16,450,6.109248
12,144,16,450,6.109248
12,144,16,450,6.109248
12,144,16,300,5.703783
12,144,16,350,5.857933
12,144,16,250,5.521461
12,144,16,450,6.109248
12,144,16,400,5.991465
12,144,16,400,5.991465
12,144,16,400,5.991465
12,144,16,450,6.109248
12,144,16,350,5.857933
12,144,16,450,6.109248
12,144,16,500,6.214608
12,144,16,350,5.857933
12,144,16,250,5.521461
12,144,16,450,6.109248
12,144,16,400,5.991465
12,144,16,250,5.521461
12,144,16,350,5.857933
12,144,16,500,6.214608
12,144,16,250,5.521461
12,144,16,500,6.214608
12,144,16,400,5.991465
12,144,16,400,5.991465
12,144,16,500,6.214608
12,144,16,350,5.857933
12,144,16,450,6.109248
12,144,16,500,6.214608
12,144,16,500,6.214608
12,144,16,500,6.214608
12,144,16,400,5.991465
12,144,16,600,6.39693
12,144,16,600,6.39693
12,144,16,550,6.309918
12,144,16,700,6.55108
12,144,16,700,6.55108
13,169,16,150,5.010635
13,169,16,100,4.60517
13,169,16,350,5.857933
13,169,16,200,5.298317
13,169,16,150,5.010635
13,169,16,350,5.857933
13,169,16,156.25,5.051457
13,169,16,206.25,5.329089
13,169,16,156.25,5.051457
13,169,16,275,5.616771
13,169,16,400,5.991465
13,169,16,250,5.521461
13,169,16,300,5.703783
13,169,16,350,5.857933
13,169,16,300,5.703783
13,169,16,350,5.857933
13,169,16,350,5.857933
13,169,16,156.25,5.051457
13,169,16,400,5.991465
13,169,16,250,5.521461
13,169,16,350,5.857933
13,169,16,150,5.010635
13,169,16,300,5.703783
13,169,16,300,5.703783
13,169,16,150,5.010635
13,169,16,300,5.703783
13,169,16,350,5.857933
13,169,16,400,5.991465
13,169,16,500,6.214608
13,169,16,300,5.703783
13,169,16,450,6.109248
13,169,16,350,5.857933
13,169,16,400,5.991465
13,169,16,300,5.703783
13,169,16,400,5.991465
13,169,16,450,6.109248
13,169,16,350,5.857933
13,169,16,550,6.309918
13,169,16,350,5.857933
13,169,16,400,5.991465
13,169,16,450,6.109248
13,169,16,450,6.109248
13,169,16,350,5.857933
13,169,16,400,5.991465
13,169,16,500,6.214608
13,169,16,250,5.521461
13,169,16,450,6.109248
13,169,16,400,5.991465
13,169,16,400,5.991465
13,169,16,300,5.703783
13,169,16,300,5.703783
13,169,16,275,5.616771
13,169,16,500,6.214608
13,169,16,600,6.39693
13,169,16,250,5.521461
13,169,16,500,6.214608
13,169,16,500,6.214608
13,169,16,500,6.214608
13,169,16,450,6.109248
13,169,16,450,6.109248
13,169,16,600,6.39693
13,169,16,500,6.214608
13,169,16,600,6.39693
13,169,16,850,6.745236
13,169,16,500,6.214608
13,169,16,600,6.39693
13,169,16,700,6.55108
13,169,16,600,6.39693
13,169,16,700,6.55108
13,169,16,700,6.55108
13,169,16,550,6.309918
13,169,16,600,6.39693
13,169,16,700,6.55108
13,169,16,600,6.39693
13,169,16,600,6.39693
13,169,16,500,6.214608
13,169,16,700,6.55108
13,169,16,1375,7.226209
14,196,16,100,4.60517
14,196,16,150,5.010635
14,196,16,350,5.857933
14,196,16,150,5.010635
14,196,16,150,5.010635
14,196,16,100,4.60517
14,196,16,175,5.164786
14,196,16,150,5.010635
14,196,16,400,5.991465
14,196,16,300,5.703783
14,196,16,450,6.109248
14,196,16,350,5.857933
14,196,16,250,5.521461
14,196,16,350,5.857933
14,196,16,100,4.60517
14,196,16,300,5.703783
14,196,16,300,5.703783
14,196,16,1275,7.150702
14,196,16,400,5.991465
14,196,16,400,5.991465
14,196,16,350,5.857933
14,196,16,400,5.991465
14,196,16,200,5.298317
14,196,16,150,5.010635
14,196,16,300,5.703783
14,196,16,900,6.802395
14,196,16,350,5.857933
14,196,16,350,5.857933
14,196,16,450,6.109248
14,196,16,275,5.616771
14,196,16,350,5.857933
14,196,16,500,6.214608
14,196,16,300,5.703783
14,196,16,250,5.521461
14,196,16,400,5.991465
14,196,16,300,5.703783
14,196,16,500,6.214608
14,196,16,300,5.703783
14,196,16,500,6.214608
14,196,16,500,6.214608
14,196,16,350,5.857933
14,196,16,600,6.39693
14,196,16,600,6.39693
14,196,16,550,6.309918
14,196,16,600,6.39693
14,196,16,600,6.39693
14,196,16,600,6.39693
14,196,16,600,6.39693
14,196,16,600,6.39693
14,196,16,600,6.39693
14,196,16,1000,6.907755
14,196,16,1325,7.189168
15,225,16,250,5.521461
15,225,16,250,5.521461
15,225,16,525,6.263398
15,225,16,50,3.912023
15,225,16,400,5.991465
15,225,16,400,5.991465
15,225,16,400,5.991465
15,225,16,250,5.521461
15,225,16,150,5.010635
15,225,16,400,5.991465
15,225,16,400,5.991465
15,225,16,500,6.214608
15,225,16,300,5.703783
15,225,16,175,5.164786
15,225,16,400,5.991465
15,225,16,350,5.857933
15,225,16,350,5.857933
15,225,16,225,5.416101
15,225,16,700,6.55108
15,225,16,250,5.521461
15,225,16,450,6.109248
15,225,16,500,6.214608
15,225,16,500,6.214608
15,225,16,300,5.703783
15,225,16,350,5.857933
15,225,16,300,5.703783
15,225,16,600,6.39693
15,225,16,275,5.616771
15,225,16,500,6.214608
15,225,16,450,6.109248
15,225,16,750,6.620073
15,225,16,300,5.703783
15,225,16,750,6.620073
15,225,16,400,5.991465
15,225,16,275,5.616771
15,225,16,300,5.703783
15,225,16,250,5.521461
15,225,16,500,6.214608
15,225,16,850,6.745236
15,225,16,700,6.55108
15,225,16,600,6.39693
15,225,16,600,6.39693
15,225,16,700,6.55108
15,225,16,600,6.39693
15,225,16,600,6.39693
15,225,16,550,6.309918
15,225,16,400,5.991465
15,225,16,700,6.55108
15,225,16,750,6.620073
15,225,16,550,6.309918
15,225,16,750,6.620073
15,225,16,750,6.620073
16,256,16,200,5.298317
16,256,16,6.25,1.832582
16,256,16,250,5.521461
16,256,16,256.25,5.546154
16,256,16,356.25,5.875633
16,256,16,375,5.926926
16,256,16,400,5.991465
16,256,16,300,5.703783
16,256,16,450,6.109248
16,256,16,350,5.857933
16,256,16,350,5.857933
16,256,16,500,6.214608
16,256,16,500,6.214608
16,256,16,500,6.214608
16,256,16,350,5.857933
16,256,16,300,5.703783
16,256,16,450,6.109248
16,256,16,200,5.298317
16,256,16,450,6.109248
16,256,16,400,5.991465
16,256,16,450,6.109248
16,256,16,225,5.416101
16,256,16,450,6.109248
16,256,16,500,6.214608
16,256,16,300,5.703783
16,256,16,600,6.39693
16,256,16,600,6.39693
16,256,16,350,5.857933
16,256,16,600,6.39693
16,256,16,600,6.39693
16,256,16,500,6.214608
16,256,16,275,5.616771
16,256,16,600,6.39693
16,256,16,450,6.109248
16,256,16,600,6.39693
16,256,16,700,6.55108
16,256,16,550,6.309918
16,256,16,600,6.39693
16,256,16,700,6.55108
16,256,16,550,6.309918
16,256,16,550,6.309918
16,256,16,700,6.55108
16,256,16,700,6.55108
16,256,16,600,6.39693
16,256,16,500,6.214608
16,256,16,700,6.55108
16,256,16,600,6.39693
16,256,16,600,6.39693
16,256,16,700,6.55108
16,256,16,700,6.55108
16,256,16,500,6.214608
16,256,16,700,6.55108
16,256,16,700,6.55108
16,256,16,1000,6.907755
16,256,16,1350,7.20786
17,289,16,350,5.857933
17,289,16,200,5.298317
17,289,16,250,5.521461
17,289,16,6.25,1.832582
17,289,16,156.25,5.051457
17,289,16,506.25,6.227031
17,289,16,375,5.926926
17,289,16,25,3.218876
17,289,16,400,5.991465
17,289,16,250,5.521461
17,289,16,56.25,4.029806
17,289,16,400,5.991465
17,289,16,50,3.912023
17,289,16,350,5.857933
17,289,16,450,6.109248
17,289,16,350,5.857933
17,289,16,500,6.214608
17,289,16,200,5.298317
17,289,16,400,5.991465
17,289,16,200,5.298317
17,289,16,250,5.521461
17,289,16,300,5.703783
17,289,16,450,6.109248
17,289,16,550,6.309918
17,289,16,400,5.991465
17,289,16,550,6.309918
17,289,16,400,5.991465
17,289,16,550,6.309918
17,289,16,700,6.55108
17,289,16,400,5.991465
17,289,16,500,6.214608
17,289,16,600,6.39693
17,289,16,400,5.991465
17,289,16,600,6.39693
17,289,16,275,5.616771
17,289,16,350,5.857933
17,289,16,600,6.39693
17,289,16,500,6.214608
17,289,16,750,6.620073
17,289,16,600,6.39693
17,289,16,600,6.39693
17,289,16,275,5.616771
17,289,16,750,6.620073
17,289,16,500,6.214608
17,289,16,375,5.926926
17,289,16,700,6.55108
17,289,16,700,6.55108
17,289,16,700,6.55108
17,289,16,500,6.214608
17,289,16,700,6.55108
17,289,16,550,6.309918
17,289,16,700,6.55108
17,289,16,400,5.991465
17,289,16,700,6.55108
17,289,16,600,6.39693
17,289,16,700,6.55108
17,289,16,700,6.55108
17,289,16,1100,7.003066
17,289,16,500,6.214608
17,289,16,350,5.857933
17,289,16,350,5.857933
17,289,16,700,6.55108
17,289,16,750,6.620073
17,289,16,850,6.745236
17,289,16,850,6.745236
17,289,16,1100,7.003066
18,324,16,200,5.298317
18,324,16,350,5.857933
18,324,16,100,4.60517
18,324,16,200,5.298317
18,324,16,256.25,5.546154
18,324,16,250,5.521461
18,324,16,550,6.309918
18,324,16,450,6.109248
18,324,16,250,5.521461
18,324,16,600,6.39693
18,324,16,400,5.991465
18,324,16,400,5.991465
18,324,16,500,6.214608
18,324,16,450,6.109248
18,324,16,350,5.857933
18,324,16,550,6.309918
18,324,16,300,5.703783
18,324,16,550,6.309918
18,324,16,350,5.857933
18,324,16,600,6.39693
18,324,16,500,6.214608
18,324,16,600,6.39693
18,324,16,500,6.214608
18,324,16,500,6.214608
18,324,16,350,5.857933
18,324,16,350,5.857933
18,324,16,300,5.703783
18,324,16,850,6.745236
18,324,16,356.25,5.875633
18,324,16,600,6.39693
18,324,16,400,5.991465
18,324,16,600,6.39693
18,324,16,600,6.39693
18,324,16,600,6.39693
18,324,16,700,6.55108
18,324,16,700,6.55108
18,324,16,550,6.309918
18,324,16,1100,7.003066
18,324,16,356.25,5.875633
18,324,16,600,6.39693
18,324,16,650,6.476973
18,324,16,1250,7.130899
18,324,16,1000,6.907755
18,324,16,850,6.745236
19,361,16,500,6.214608
19,361,16,506.25,6.227031
19,361,16,256.25,5.546154
19,361,16,225,5.416101
19,361,16,300,5.703783
19,361,16,250,5.521461
19,361,16,100,4.60517
19,361,16,300,5.703783
19,361,16,250,5.521461
19,361,16,1225,7.110696
19,361,16,400,5.991465
19,361,16,400,5.991465
19,361,16,250,5.521461
19,361,16,350,5.857933
19,361,16,450,6.109248
19,361,16,550,6.309918
19,361,16,206.25,5.329089
19,361,16,206.25,5.329089
19,361,16,450,6.109248
19,361,16,225,5.416101
19,361,16,600,6.39693
19,361,16,500,6.214608
19,361,16,450,6.109248
19,361,16,600,6.39693
19,361,16,450,6.109248
19,361,16,1375,7.226209
19,361,16,450,6.109248
19,361,16,500,6.214608
19,361,16,700,6.55108
19,361,16,550,6.309918
19,361,16,600,6.39693
19,361,16,600,6.39693
19,361,16,850,6.745236
19,361,16,700,6.55108
19,361,16,356.25,5.875633
19,361,16,600,6.39693
19,361,16,700,6.55108
19,361,16,750,6.620073
19,361,16,506.25,6.227031
19,361,16,550,6.309918
19,361,16,1000,6.907755
19,361,16,1100,7.003066
19,361,16,900,6.802395
19,361,16,1175,7.069024
0,0,17,25,3.218876
0,0,17,6.25,1.832582
0,0,17,31.25,3.442019
1,1,17,6.25,1.832582
1,1,17,25,3.218876
1,1,17,12.5,2.525729
1,1,17,56.25,4.029806
1,1,17,6.25,1.832582
1,1,17,25,3.218876
1,1,17,31.25,3.442019
1,1,17,75,4.317488
2,4,17,25,3.218876
2,4,17,25,3.218876
2,4,17,12.5,2.525729
2,4,17,6.25,1.832582
2,4,17,125,4.828314
2,4,17,25,3.218876
2,4,17,50,3.912023
2,4,17,125,4.828314
3,9,17,25,3.218876
3,9,17,50,3.912023
3,9,17,175,5.164786
3,9,17,175,5.164786
3,9,17,50,3.912023
3,9,17,75,4.317488
3,9,17,150,5.010635
3,9,17,200,5.298317
4,16,17,12.5,2.525729
4,16,17,31.25,3.442019
4,16,17,75,4.317488
4,16,17,150,5.010635
5,25,17,125,4.828314
5,25,17,250,5.521461
5,25,17,175,5.164786
6,36,17,300,5.703783
7,49,17,500,6.214608
10,100,17,200,5.298317
10,100,17,400,5.991465
11,121,17,150,5.010635
11,121,17,150,5.010635
11,121,17,300,5.703783
12,144,17,100,4.60517
12,144,17,1125,7.025538
12,144,17,1225,7.110696
12,144,17,2250,7.718686
13,169,17,50,3.912023
18,324,17,1000,6.907755
1,1,18,400,5.991465
2,4,18,175,5.164786
2,4,18,250,5.521461
2,4,18,250,5.521461
2,4,18,350,5.857933
2,4,18,250,5.521461
2,4,18,400,5.991465
3,9,18,250,5.521461
3,9,18,300,5.703783
3,9,18,400,5.991465
4,16,18,350,5.857933
4,16,18,400,5.991465
4,16,18,450,6.109248
4,16,18,350,5.857933
4,16,18,350,5.857933
4,16,18,450,6.109248
5,25,18,350,5.857933
5,25,18,400,5.991465
5,25,18,400,5.991465
5,25,18,450,6.109248
6,36,18,300,5.703783
6,36,18,200,5.298317
6,36,18,350,5.857933
6,36,18,650,6.476973
6,36,18,550,6.309918
6,36,18,750,6.620073
6,36,18,500,6.214608
6,36,18,450,6.109248
6,36,18,300,5.703783
6,36,18,500,6.214608
6,36,18,650,6.476973
7,49,18,450,6.109248
7,49,18,300,5.703783
7,49,18,400,5.991465
7,49,18,350,5.857933
7,49,18,550,6.309918
7,49,18,400,5.991465
7,49,18,300,5.703783
7,49,18,400,5.991465
7,49,18,450,6.109248
7,49,18,500,6.214608
7,49,18,400,5.991465
7,49,18,500,6.214608
8,64,18,350,5.857933
8,64,18,350,5.857933
8,64,18,350,5.857933
8,64,18,350,5.857933
9,81,18,356.25,5.875633
9,81,18,400,5.991465
9,81,18,206.25,5.329089
9,81,18,450,6.109248
9,81,18,1000,6.907755
9,81,18,550,6.309918
9,81,18,700,6.55108
9,81,18,950,6.856462
10,100,18,150,5.010635
10,100,18,400,5.991465
10,100,18,350,5.857933
10,100,18,350,5.857933
10,100,18,700,6.55108
10,100,18,400,5.991465
10,100,18,450,6.109248
10,100,18,500,6.214608
10,100,18,700,6.55108
11,121,18,356.25,5.875633
11,121,18,350,5.857933
11,121,18,400,5.991465
11,121,18,600,6.39693
11,121,18,500,6.214608
11,121,18,600,6.39693
11,121,18,600,6.39693
11,121,18,600,6.39693
11,121,18,500,6.214608
11,121,18,700,6.55108
11,121,18,600,6.39693
